problem,pool,composition_model,partition,variant,mechanism_id,n_pairs,baseline_failures,candidate_failures,interpretation,total_actual_time_delta_s_mean,movement_s_delta_mean,measurement_s_delta_mean,switch_s_delta_mean,optical_s_delta_mean,laser_s_delta_mean,walk_distance_m_delta_mean,measures_delta_mean,clear_attempts_delta_mean,failed_clear_attempts_delta_mean
3,broad,broad_joint,development,nosignal,__design_mixture__,64,0,0,"Actual executed-action costs, including failures; not hypothetical completion times or an official population mean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,broad,broad_joint,development,nosignal,assumption__radius_max__noise_correlated__scale_150,3,0,0,"Actual executed-action costs, including failures; not hypothetical completion times or an official population mean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,broad,broad_joint,development,nosignal,assumption__radius_max__noise_correlated__scale_300,2,0,0,"Actual executed-action costs, including failures; not hypothetical completion times or an official population mean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,broad,broad_joint,development,nosignal,assumption__radius_max__noise_correlated__scale_75,3,0,0,"Actual executed-action costs, including failures; not hypothetical completion times or an official population mean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,broad,broad_joint,development,nosignal,assumption__radius_max__noise_deterministic__scale_150,3,0,0,"Actual executed-action costs, including failures; not hypothetical completion times or an official population mean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,broad,broad_joint,development,nosignal,assumption__radius_max__noise_deterministic__scale_300,2,0,0,"Actual executed-action costs, including failures; not hypothetical completion times or an official population mean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,broad,broad_joint,development,nosignal,assumption__radius_max__noise_deterministic__scale_75,1,0,0,"Actual executed-action costs, including failures; not hypothetical completion times or an official population mean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,broad,broad_joint,development,nosignal,assumption__radius_max__noise_extreme__scale_150,3,0,0,"Actual executed-action costs, including failures; not hypothetical completion times or an official population mean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,broad,broad_joint,development,nosignal,assumption__radius_max__noise_extreme__scale_300,3,0,0,"Actual executed-action costs, including failures; not hypothetical completion times or an official population mean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,broad,broad_joint,development,nosignal,assumption__radius_max__noise_extreme__scale_75,2,0,0,"Actual executed-action costs, including failures; not hypothetical completion times or an official population mean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,broad,broad_joint,development,nosignal,assumption__radius_min__noise_correlated__scale_150,2,0,0,"Actual executed-action costs, including failures; not hypothetical completion times or an official population mean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,broad,broad_joint,development,nosignal,assumption__radius_min__noise_correlated__scale_300,2,0,0,"Actual executed-action costs, including failures; not hypothetical completion times or an official population mean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,broad,broad_joint,development,nosignal,assumption__radius_min__noise_correlated__scale_75,2,0,0,"Actual executed-action costs, including failures; not hypothetical completion times or an official population mean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,broad,broad_joint,development,nosignal,assumption__radius_min__noise_deterministic__scale_150,3,0,0,"Actual executed-action costs, including failures; not hypothetical completion times or an official population mean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,broad,broad_joint,development,nosignal,assumption__radius_min__noise_deterministic__scale_300,3,0,0,"Actual executed-action costs, including failures; not hypothetical completion times or an official population mean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,broad,broad_joint,development,nosignal,assumption__radius_min__noise_deterministic__scale_75,2,0,0,"Actual executed-action costs, including failures; not hypothetical completion times or an official population mean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,broad,broad_joint,development,nosignal,assumption__radius_min__noise_extreme__scale_150,3,0,0,"Actual executed-action costs, including failures; not hypothetical completion times or an official population mean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,broad,broad_joint,development,nosignal,assumption__radius_min__noise_extreme__scale_300,2,0,0,"Actual executed-action costs, including failures; not hypothetical completion times or an official population mean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,broad,broad_joint,development,nosignal,assumption__radius_min__noise_extreme__scale_75,3,0,0,"Actual executed-action costs, including failures; not hypothetical completion times or an official population mean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,broad,broad_joint,development,nosignal,assumption__radius_mixed__noise_correlated__scale_150,2,0,0,"Actual executed-action costs, including failures; not hypothetical completion times or an official population mean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,broad,broad_joint,development,nosignal,assumption__radius_mixed__noise_correlated__scale_300,2,0,0,"Actual executed-action costs, including failures; not hypothetical completion times or an official population mean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,broad,broad_joint,development,nosignal,assumption__radius_mixed__noise_correlated__scale_75,3,0,0,"Actual executed-action costs, including failures; not hypothetical completion times or an official population mean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,broad,broad_joint,development,nosignal,assumption__radius_mixed__noise_deterministic__scale_150,3,0,0,"Actual executed-action costs, including failures; not hypothetical completion times or an official population mean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,broad,broad_joint,development,nosignal,assumption__radius_mixed__noise_deterministic__scale_300,2,0,0,"Actual executed-action costs, including failures; not hypothetical completion times or an official population mean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,broad,broad_joint,development,nosignal,assumption__radius_mixed__noise_deterministic__scale_75,2,0,0,"Actual executed-action costs, including failures; not hypothetical completion times or an official population mean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,broad,broad_joint,development,nosignal,assumption__radius_mixed__noise_extreme__scale_150,2,0,0,"Actual executed-action costs, including failures; not hypothetical completion times or an official population mean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
